Sqr Ft (sqft),Beds,Bath,Lot Size (sqft),Age,Beds_Bath,Sqr Ft^2,Price ($)
6.418364935936212,1.0,1.0,7.779466967458324,116.0,1.0,374544.0,195000.00000000006
6.680854678790215,1.0,1.0,8.669227347271736,124.0,1.0,633616.0,698999.9999999995
7.55171221535131,2.0,3.0,8.669227347271736,5.0,6.0,3621409.0,1550000.0000000012
6.892641641172089,2.0,1.0,8.910045761473558,109.0,2.0,968256.0,149900.0
7.469654172932128,3.0,4.0,8.561784074744113,5.0,12.0,3073009.0,192950.00000000012
7.362010551259734,4.0,2.0,8.715880102296456,20.0,8.0,2477476.0,273999.99999999994
7.496097345175956,3.0,2.5,8.669227347271736,45.0,7.5,3240000.0,409589.9999999998
7.496097345175956,3.0,2.0,8.669227347271736,45.0,7.5,3240000.0,395000.00000000035
6.885509670034818,1.0,1.0,8.669227347271736,45.0,1.0,954529.0,1095000.0000000005
6.774223886357614,1.0,2.0,8.669227347271736,17.0,2.0,763876.0,318888.00000000023
7.803026643632217,4.0,2.0,9.121290555142672,17.0,8.0,5987809.0,389899.9999999998
7.3098814858247865,3.0,2.0,8.669227347271736,46.0,6.0,2232036.0,124899.99999999993
6.580639137284949,1.0,1.0,8.669227347271736,108.0,1.0,518400.0,62999.99999999995
7.718240951959316,4.0,2.0,8.181160858023409,108.0,8.0,5053504.0,5994.999999999995
7.4570320891223805,3.0,4.0,8.669227347271736,4.0,12.0,2996361.0,544999.9999999997
7.496097345175956,3.0,2.0,7.57198844937744,45.0,7.5,3240000.0,106920.00000000009
7.170888478512505,3.0,2.0,6.856461984594587,12.0,6.0,1690000.0,549999.9999999998
8.09009578318096,5.0,3.0,9.212338374638856,32.0,15.0,10634121.0,620000.0000000005
8.15708378502887,4.0,4.0,8.849513965486398,18.0,16.0,12159169.0,469999.9999999998
7.213031659834869,3.0,1.0,6.883462586413092,100.0,3.0,1838736.0,175000.00000000012
7.988203597022576,4.0,4.0,8.102283624480073,4.0,16.0,8673025.0,898999.9999999995
7.83399634170946,4.0,4.0,8.669227347271736,5.0,16.0,6370576.0,499899.99999999994
7.496097345175956,3.0,2.0,8.669227347271736,45.0,7.5,3240000.0,255000.0000000001
7.494430215031565,4.0,3.0,8.496378051702317,7.0,12.0,3229209.0,174930.00000000003
7.496097345175956,3.0,2.0,8.45638105201948,45.0,7.5,3240000.0,25000.000000000004
7.360739903058278,3.0,1.0,9.229554590899987,59.0,3.0,2471184.0,127750.00000000001
7.077498053569231,3.0,1.0,7.2633296174768365,73.0,3.0,1401856.0,92319.99999999996
7.841099765422119,4.0,2.0,9.230339058482873,31.0,8.0,6461764.0,416873.0000000001
7.351799869057777,4.0,2.0,9.236397906295473,26.0,8.0,2427364.0,194900.00000000006
7.252053951852814,3.0,2.0,8.669227347271736,5.0,6.0,1988100.0,266989.9999999999
7.814803429489359,3.0,3.0,7.869019376499023,10.0,9.0,6130576.0,339999.00000000006
9.380167531188448,3.0,2.0,8.669227347271736,45.0,7.5,140422500.0,58699.99999999998
7.496097345175956,4.0,2.0,8.715880102296456,4.0,8.0,3240000.0,286539.99999999977
7.496097345175956,3.0,2.0,8.669227347271736,45.0,7.5,3240000.0,54000.00000000001
7.630946580890459,2.0,4.0,7.463363045520021,51.0,8.0,4243600.0,77900.0
6.816735880594968,3.0,1.0,8.52793528794814,81.0,3.0,831744.0,22999.999999999996
8.167919362957816,4.0,3.0,8.669227347271736,27.0,12.0,12425625.0,374899.9999999999
7.20414929203594,3.0,1.0,7.123672785204607,102.0,3.0,1806336.0,314900.0000000001
7.64826303090192,2.0,2.5,8.669227347271736,45.0,5.0,4393216.0,411989.9999999997
7.840312983320164,3.0,2.0,9.055906318669118,50.0,6.0,6451600.0,309899.99999999977
7.783640596221253,6.0,5.0,8.517393171418904,103.0,30.0,5760000.0,949000.0000000002
6.729824070489475,2.0,2.0,8.669227347271736,111.0,4.0,698896.0,960000.0000000006
7.7284157798410416,6.0,2.0,7.02197642307216,123.0,12.0,5157441.0,398999.99999999977
7.612336837167746,4.0,2.0,9.122928914965213,45.0,8.0,4088484.0,294900.0000000001
8.006700845440367,3.0,3.0,8.669227347271736,29.0,9.0,9000000.0,1249999.999999999
7.669961995473577,3.0,3.0,7.161622002939187,98.0,9.0,4588164.0,339900.00000000006
8.110727582974489,5.0,3.0,8.910045761473558,15.0,15.0,11082241.0,375000.00000000006
6.955592608396297,2.0,2.0,8.669227347271736,78.0,7.5,1098304.0,186000.00000000012
8.05356916913454,6.0,3.0,7.690743163541872,113.0,18.0,9884736.0,1350000.0
7.134093721192866,3.0,2.0,8.258940462988459,69.0,6.0,1570009.0,128476.00000000007
8.047509510981422,4.0,3.0,8.669227347271736,52.0,12.0,9765625.0,385000.00000000023
7.4127640174265625,4.0,2.0,8.79497643168877,67.0,8.0,2742336.0,558999.9999999998
7.200424892944957,2.0,2.0,8.669227347271736,42.0,4.0,1792921.0,289899.9999999999
6.892641641172089,3.0,1.0,9.06750872286864,73.0,3.0,968256.0,118000.00000000009
7.262628600974241,3.0,2.0,8.83346272071993,47.0,6.0,2030625.0,248900.00000000003
7.9211727215870145,3.0,3.0,8.669227347271736,46.0,9.0,7584516.0,689900.0
7.496097345175956,3.0,2.0,8.669227347271736,45.0,7.5,3240000.0,14999.99999999999
7.933079771880415,3.0,3.5,8.910990494656719,29.0,7.5,7767369.0,351033.00000000023
6.977281341630747,3.0,1.1,8.967121656230923,63.0,3.3000000000000003,1147041.0,315900.0000000002
6.9726062513017535,3.0,1.0,9.057305735807121,76.0,3.0,1136356.0,12900.0
7.908754738783246,4.0,2.5,8.669227347271736,45.0,10.0,7398400.0,334990.00000000023
6.859614903654202,3.0,2.0,7.333676395657684,98.0,6.0,906304.0,688888.0000000001
7.02197642307216,4.0,3.0,8.215817791832453,103.0,12.0,1254400.0,195000.00000000006
7.168579897264035,3.0,1.75,9.056839480990421,44.0,5.25,1682209.0,239000.00000000003
7.824445930877619,3.0,3.0,8.669227347271736,51.0,9.0,6250000.0,393000.0000000002
7.496097345175956,3.0,2.0,8.84937050375457,45.0,7.5,3240000.0,349999.9999999997
7.6290038896529575,4.0,3.0,8.704833909687792,72.0,12.0,4227136.0,674999.9999999998
7.978653729082731,4.0,4.0,8.30671904320269,6.0,16.0,8508889.0,775000.0000000007
6.2766434893416445,1.0,1.0,6.2766434893416445,123.0,1.0,281961.0,425000.0000000002
7.355641102974253,3.0,3.0,8.669227347271736,37.0,9.0,2446096.0,219500.00000000012
7.372118028337787,5.0,2.0,7.937017489515454,115.0,10.0,2528100.0,25000.000000000004
8.027476530860483,3.0,3.0,9.040619097157967,43.0,9.0,9381969.0,435499.99999999994
6.959398512133975,3.0,1.0,8.76732914779405,69.0,3.0,1106704.0,67499.99999999996
8.112827478751374,5.0,5.0,9.051813463747946,19.0,25.0,11128896.0,349899.99999999994
6.776506992372183,1.0,1.0,8.669227347271736,91.0,1.0,767376.0,215000.0
7.544861068658458,3.0,2.0,8.79346036105272,19.0,6.0,3572100.0,229000.00000000006
7.398174092970465,4.0,4.0,8.669227347271736,75.0,16.0,2663424.0,649900.0000000006
8.121183242078828,5.0,4.0,8.669227347271736,63.0,20.0,11316496.0,749999.9999999998
7.468513271496337,2.0,3.0,7.468513271496337,25.0,6.0,3066001.0,899999.9999999995
7.496097345175956,4.0,4.0,8.669227347271736,4.0,16.0,3240000.0,513000.00000000006
7.635303886259415,3.0,2.0,8.93075873555827,86.0,6.0,4280761.0,625000.0000000002
6.78105762593618,2.0,1.0,8.669227347271736,50.0,2.0,774400.0,568000.0000000001
7.901377353792616,6.0,4.0,9.150165648940114,103.0,24.0,7290000.0,779000.0000000001
8.758255243232792,4.0,5.0,8.669227347271736,24.0,20.0,40475044.0,789899.9999999995
7.43543801981455,4.0,3.0,8.987696695703624,64.0,12.0,2869636.0,1168000.000000001
7.979681302387741,4.0,3.0,9.182249491809657,54.0,12.0,8526400.0,339000.00000000023
7.668561108015897,3.0,4.0,7.972121128921655,6.0,12.0,4575321.0,334500.0000000001
7.584264818389059,4.0,2.0,9.210440366976517,107.0,8.0,3865156.0,159899.9999999999
7.274479558773871,3.0,2.0,8.910045761473558,68.0,6.0,2079364.0,185000.00000000006
7.13966033596492,3.0,1.0,8.229511118964457,73.0,3.0,1587600.0,134999.99999999997
7.489412083508719,2.0,2.0,8.669227347271736,22.0,4.0,3196944.0,269899.99999999977
7.496097345175956,3.0,2.0,8.669227347271736,45.0,7.5,3240000.0,299999.99999999977
7.3727463664043285,3.0,3.0,8.669227347271736,22.0,9.0,2531281.0,244999.99999999997
8.40737832540903,4.0,3.0,8.27410200229233,126.0,12.0,20061441.0,5656.000000000002
6.8658910748834385,2.0,2.0,8.0507033814703,21.0,4.0,917764.0,116999.99999999991
7.913521017283895,5.0,3.25,8.615408238913192,22.0,16.25,7469289.0,799887.9999999998
7.48605261786314,3.0,2.5,8.669227347271736,6.0,7.5,3175524.0,298990.00000000006
7.623153068476902,5.0,3.0,7.783640596221253,93.0,15.0,4177936.0,1298999.999999999
7.6787889981991535,3.0,2.5,7.600902459542082,22.0,7.5,4669921.0,459899.99999999965
7.765993079407675,3.0,2.0,8.669227347271736,93.0,6.0,5560164.0,775000.0000000007
7.615298339825815,2.0,2.0,9.03788993497749,27.0,4.0,4112784.0,1095000.0000000005
8.08794755464267,5.0,4.0,8.784927626058323,75.0,20.0,10588516.0,575000.0000000001
7.621195162809845,6.0,8.0,8.517393171418904,103.0,48.0,4161600.0,1380000.0000000005
7.975908360165538,4.0,3.0,8.916640227198839,55.0,12.0,8462281.0,2297000.000000002
7.215975002651466,2.0,2.0,8.379539026117442,24.0,4.0,1849600.0,237499.99999999983
6.142037405587356,3.0,1.0,8.669227347271736,67.0,7.5,215296.0,349999.9999999997
7.994294986415977,3.0,2.1,8.379539026117442,17.0,6.300000000000001,8779369.0,339999.99999999994
6.963189985870238,2.0,2.0,8.669227347271736,5.0,4.0,1115136.0,169000.00000000012
7.496097345175956,11.0,2.0,8.474703139795285,137.0,7.5,3240000.0,349999.9999999997
7.496097345175956,3.0,2.0,8.23217423638394,22.0,6.0,3240000.0,579999.9999999997
7.84971375760487,3.0,2.5,8.669227347271736,45.0,7.5,6574096.0,417900.0000000002
7.701652362642226,4.0,4.0,9.006754319877503,100.0,16.0,4888521.0,1898999.999999999
7.175489713624222,2.0,2.0,7.175489713624222,14.0,4.0,1705636.0,798000.0000000002
7.210079628170788,3.0,2.0,8.940760134888384,69.0,6.0,1827904.0,264000.00000000006
6.953684210870537,1.0,1.0,8.669227347271736,34.0,1.0,1094116.0,415000.00000000006
6.898714534329988,3.0,1.0,8.570165076182343,73.0,3.0,980100.0,43500.00000000004
6.7464121285733745,1.0,1.0,8.669227347271736,63.0,1.0,722500.0,850000.0000000005
7.496097345175956,3.0,2.0,9.021235862885396,45.0,7.5,3240000.0,70900.00000000006
7.383989457978509,4.0,2.0,8.861917004235215,50.0,8.0,2588881.0,225000.00000000015
7.428333194190806,3.0,2.0,8.860357273327022,37.0,6.0,2829124.0,262899.99999999994
7.0909098220799835,4.0,2.0,8.486940148245216,123.0,8.0,1440000.0,600000.0000000003
8.34711636103872,4.0,4.0,9.246961555431827,9.0,16.0,17783089.0,439000.0000000001
7.151485463904735,3.0,1.0,8.669227347271736,73.0,3.0,1625625.0,158999.99999999997
8.068716192714781,5.0,4.0,8.669227347271736,45.0,20.0,10188864.0,563900.0000000005
7.72356247227797,4.0,2.0,8.849513965486398,59.0,8.0,5107600.0,369000.0000000001
6.78105762593618,1.0,1.0,8.005367067316664,73.0,1.0,774400.0,165000.00000000015
8.011686729127847,4.0,3.0,9.036106025364846,16.0,12.0,9090225.0,585000.0000000003
6.905753276311464,1.0,2.0,8.669227347271736,15.0,2.0,994009.0,294900.0000000001
7.496097345175956,3.0,2.0,8.669227347271736,45.0,7.5,3240000.0,1080000.0000000002
7.810758116529357,3.0,3.0,8.296297112642508,17.0,9.0,6081156.0,388900.0
7.337587743538596,3.0,1.0,8.54110501146255,84.0,3.0,2359296.0,196899.99999999983
7.496097345175956,3.0,2.0,8.669227347271736,45.0,7.5,3240000.0,80000.0
7.418780882750794,4.0,3.0,9.027378610294805,53.0,12.0,2775556.0,269200.0000000001
7.374629015218945,1.0,1.0,8.715880102296456,70.0,1.0,2540836.0,175000.00000000012
8.158802490694002,4.0,4.0,8.600062669238532,5.0,16.0,12201049.0,644000.0000000003
7.496097345175956,3.0,2.0,8.669227347271736,45.0,7.5,3240000.0,54899.99999999996
7.496097345175956,3.0,2.0,8.669227347271736,45.0,7.5,3240000.0,375000.00000000006
6.666956792429207,2.0,1.0,8.474911799159631,74.0,2.0,616225.0,59900.00000000002
7.429520842786462,6.0,3.0,8.318010277546872,98.0,18.0,2835856.0,515000.00000000006
7.333676395657684,3.0,4.0,8.669227347271736,4.0,12.0,2340900.0,579899.9999999997
6.2166061010848646,1.0,1.0,8.925055424124123,99.0,1.0,250000.0,360000.0000000001
7.601402334583733,2.0,1.0,8.839421607620602,71.0,2.0,4000000.0,80000.0
6.654152520183219,1.0,1.0,8.669227347271736,61.0,1.0,600625.0,164995.00000000012
8.129469764784231,4.0,5.0,8.740496729931813,4.0,20.0,11505664.0,949900.0000000005
7.911690520708339,4.0,2.0,8.669227347271736,63.0,8.0,7441984.0,284999.99999999994
7.20414929203594,4.0,2.0,8.848078421168667,37.0,8.0,1806336.0,29999.99999999999
7.133295954896068,3.0,2.0,6.610696044717759,24.0,6.0,1567504.0,271000.0000000002
7.313220387090301,2.0,2.0,8.608312784783722,45.0,4.0,2247001.0,189500.0000000001
7.511524648390866,3.0,2.0,8.669227347271736,6.0,6.0,3341584.0,332899.9999999998
7.461065514354283,3.0,2.0,8.849944227235596,21.0,6.0,3020644.0,349499.99999999977
6.124683390894205,1.0,1.0,8.669227347271736,5.0,1.0,207936.0,425000.0000000002
7.915348169263078,4.0,4.0,8.669227347271736,41.0,16.0,7496644.0,649000.0000000006
7.22402480828583,3.0,2.0,8.379539026117442,4.0,6.0,1879641.0,156949.99999999994
6.638567789166521,2.0,1.0,8.193123721512068,73.0,2.0,582169.0,62999.99999999995
8.19671240721307,5.0,4.0,8.669227347271736,28.0,20.0,13162384.0,719999.0
6.849066282633458,2.0,2.0,6.486160788944089,108.0,4.0,887364.0,195000.00000000006
7.7025561132685825,4.0,3.0,8.927048647825695,42.0,12.0,4897369.0,225000.00000000015
7.616283561580385,4.0,2.5,8.898228985601227,8.0,10.0,4120900.0,257517.00000000015
6.408528791059498,1.0,1.0,8.669227347271736,76.0,1.0,367236.0,139900.0000000001
7.155396301896734,3.0,2.0,8.517393171418904,9.0,6.0,1638400.0,225000.00000000015
7.492760300922379,3.0,2.0,9.100971834920818,34.0,6.0,3218436.0,269899.99999999977
7.507690077819904,3.0,2.0,8.669227347271736,45.0,6.0,3316041.0,268989.99999999994
7.644440761556566,3.0,2.5,8.669227347271736,45.0,7.5,4359744.0,228945.00000000003
7.496097345175956,3.0,2.0,6.150602768446279,7.0,7.5,3240000.0,84999.99999999996
8.068716192714781,4.0,4.0,8.886270902072013,11.0,16.0,10188864.0,385000.00000000023
7.97522083865341,4.0,3.0,8.669227347271736,54.0,12.0,8450649.0,294999.9999999998
7.848933726364071,4.0,3.0,8.496378051702317,27.0,12.0,6563844.0,409999.9999999997
6.71295620067707,2.0,2.0,7.549609165154532,103.0,7.5,675684.0,124998.99999999991
7.293697720601438,3.0,2.0,7.130098510125578,96.0,6.0,2160900.0,154900.00000000003
7.170888478512505,2.0,3.0,6.610696044717759,83.0,6.0,1690000.0,354990.0000000003
7.496097345175956,2.0,2.0,8.669227347271736,93.0,4.0,3240000.0,294999.9999999998
7.055312843339752,3.0,2.0,8.669227347271736,36.0,6.0,1340964.0,202999.9999999999
7.20934025660291,2.0,2.0,7.868636894184167,4.0,4.0,1825201.0,269899.99999999977
7.261225091971921,3.0,3.0,8.669227347271736,15.0,9.0,2024929.0,195000.00000000006
6.634633357861686,1.0,1.0,8.669227347271736,22.0,1.0,577600.0,329499.99999999994
8.238008249218403,5.0,4.0,8.719970756777574,6.0,20.0,14295961.0,775000.0000000007
7.3031700512368,3.0,3.0,7.68662133494462,18.0,9.0,2202256.0,255000.0000000001
6.7357800142423265,2.0,1.0,8.669227347271736,63.0,2.0,707281.0,698999.9999999995
7.113956109566034,3.0,1.0,8.956093075610639,70.0,3.0,1507984.0,150000.00000000006
7.496097345175956,3.0,2.0,8.669227347271736,45.0,7.5,3240000.0,6999.999999999998
7.496097345175956,3.0,2.0,8.669227347271736,45.0,7.5,3240000.0,100000.00000000004
7.783224016336037,4.0,3.0,8.669227347271736,4.0,12.0,5755201.0,496730.0
7.611347717403621,3.0,4.0,7.519149957669823,4.0,12.0,4080400.0,739899.9999999997
7.496097345175956,2.0,2.0,8.669227347271736,4.0,4.0,3240000.0,979999.9999999997
7.650168700845001,3.0,3.0,8.74321260347591,19.0,9.0,4410000.0,349999.9999999997
7.053585727193677,2.0,1.0,8.38958706681109,98.0,2.0,1336336.0,100000.00000000004
7.29776828253138,5.0,5.0,7.824445930877619,75.0,25.0,2178576.0,858999.9999999997
7.057897937411856,3.0,1.0,8.707648248106914,69.0,3.0,1347921.0,249899.9999999999
7.390798521735676,3.0,2.0,9.181529290122063,51.0,6.0,2624400.0,244999.99999999997
8.584477938221834,3.0,6.0,8.669227347271736,47.0,18.0,28590409.0,678999.9999999995
7.496097345175956,3.0,2.0,8.669227347271736,45.0,7.5,3240000.0,20000.000000000015
7.818027938530729,4.0,3.0,8.669227347271736,35.0,12.0,6170256.0,433432.9999999998
9.822006310668245,7.0,11.0,8.669227347271736,23.0,77.0,339812356.0,3799999.9999999995
7.669028288589683,2.0,2.0,8.618485442898109,4.0,4.0,4579600.0,370128.0
7.796880342783522,4.0,3.0,8.669227347271736,45.0,12.0,5914624.0,324999.9999999999
6.951772164398911,2.0,2.0,7.059617628291383,143.0,4.0,1089936.0,699989.9999999997
6.9167150203536085,3.0,1.0,9.118334726180159,70.0,3.0,1016064.0,134899.99999999988
7.158513997329321,3.0,2.0,8.814479000010714,23.0,6.0,1648656.0,148499.99999999988
8.160803920954665,4.0,5.0,8.238008249218403,5.0,20.0,12250000.0,1519989.9999999998
7.113956109566034,2.0,2.0,8.669227347271736,22.0,4.0,1507984.0,259900.00000000012
6.964135612418245,3.0,2.0,6.964135612418245,60.0,6.0,1117249.0,498999.9999999996
7.718240951959316,4.0,3.0,8.669227347271736,63.0,12.0,5053504.0,237000.00000000003
7.560601162768557,4.0,2.0,8.669227347271736,95.0,8.0,3686400.0,645000.0
7.3310603052186325,4.0,2.0,8.715880102296456,39.0,8.0,2328676.0,269000.0
6.608000625296087,2.0,1.0,8.669227347271736,34.0,2.0,547600.0,209509.00000000006
8.197263371414335,5.0,4.0,8.617219505483362,18.0,20.0,13176900.0,1509000.000000001
7.496097345175956,3.0,2.0,8.669227347271736,45.0,7.5,3240000.0,299999.99999999977
12.296721980452304,3.0,2.0,8.669227347271736,45.0,7.5,47950488576.0,275000.0000000002
8.231376045573969,3.0,3.0,8.669227347271736,54.0,9.0,14107536.0,369000.0000000001
7.443663683115591,3.0,2.0,8.211211361793023,121.0,6.0,2917264.0,1894999.9999999993
7.111512116496157,3.0,2.0,8.962007209588313,123.0,6.0,1500625.0,170000.00000000012
8.316300249036848,6.0,4.0,8.94754601503218,44.0,24.0,16719921.0,749999.0000000005
8.758412389457677,5.0,5.0,8.669227347271736,19.0,25.0,40487769.0,639900.0000000002
8.528528701079983,4.0,2.0,8.669227347271736,4.0,7.5,25563136.0,118999.99999999993
7.571473648851271,3.0,3.0,7.353081920515432,69.0,9.0,3767481.0,224900.00000000012
7.9105906122564775,4.0,3.0,8.893160828735379,62.0,12.0,7425625.0,2194999.9999999995
7.814803429489359,2.0,2.0,8.669227347271736,4.0,4.0,6130576.0,454000.0000000002
7.063903961472068,2.0,2.0,7.063903961472068,26.0,4.0,1364224.0,674999.0
8.535229553902337,4.0,4.5,8.669227347271736,30.0,18.0,25908100.0,1299998.9999999998
7.347299700743164,3.0,1.75,8.762489547371581,53.0,5.25,2405601.0,274900.00000000006
7.774435510302958,4.0,3.0,8.669227347271736,62.0,12.0,5654884.0,799999.0000000003
7.8804263442924,4.0,3.0,8.669227347271736,45.0,12.0,6990736.0,420079.9999999999
7.00397413672268,2.0,3.0,8.669227347271736,23.0,6.0,1210000.0,187619.9999999999
7.646353722445999,3.0,2.0,8.669227347271736,6.0,6.0,4376464.0,398989.99999999977
7.050122520269059,3.0,2.0,7.687997166393016,67.0,7.5,1327104.0,138388.00000000006
8.770594329891145,5.0,6.0,8.669227347271736,6.0,30.0,41486481.0,5100000.000000003
7.774435510302958,3.0,3.0,8.669227347271736,56.0,9.0,5654884.0,317900.00000000023
7.920083199053234,4.0,3.0,8.669227347271736,39.0,12.0,7568001.0,310000.0000000002
6.816735880594968,2.0,1.0,8.922924930641832,95.0,2.0,831744.0,129900.00000000012
7.9996785794994505,4.0,3.0,8.669227347271736,47.0,12.0,8874441.0,398999.99999999977
7.61085279039525,3.0,3.0,8.944680683558895,4.0,9.0,4076361.0,252899.9999999999
8.25088114470065,3.0,3.0,8.669227347271736,61.0,9.0,14668900.0,324999.9999999999
7.29776828253138,4.0,2.0,9.245997049184217,75.0,8.0,2178576.0,275000.0000000002
8.085794701281568,4.0,4.0,8.669227347271736,24.0,16.0,10543009.0,409999.9999999997
7.655390644826152,4.0,3.0,8.669227347271736,56.0,12.0,4456321.0,269950.00000000006
7.828038032125829,4.0,3.0,8.784927626058323,24.0,12.0,6295081.0,466999.99999999994
7.700747794511798,5.0,3.0,7.558516743045645,103.0,15.0,4879681.0,999998.9999999995
7.1204443723924875,5.0,2.0,8.476579508530941,71.0,10.0,1527696.0,150000.00000000006
6.775366090936392,2.0,1.0,8.669227347271736,58.0,2.0,765625.0,99899.99999999996
7.984803389734406,4.0,3.0,8.669227347271736,68.0,12.0,8614225.0,289899.9999999999
7.591357046698551,3.0,2.0,8.675222055641148,45.0,6.0,3920400.0,460000.0000000002
7.392031567514591,3.0,2.5,8.019941687677365,17.0,7.5,2630884.0,279899.99999999994
6.9930151229329605,2.0,2.0,6.07993319509559,48.0,4.0,1183744.0,239000.00000000003
7.496097345175956,4.0,2.0,8.95712413640568,64.0,8.0,3240000.0,219999.99999999983
7.409136443920128,4.0,2.0,9.19023970026918,119.0,8.0,2722500.0,245999.99999999983
7.45876269238096,4.0,3.0,8.658866349732383,74.0,12.0,3006756.0,155000.00000000012
7.321849713788356,3.0,2.0,7.937731775260109,68.0,6.0,2286144.0,130000.00000000009
7.311218384419629,3.0,2.0,8.971575439759016,64.0,6.0,2238016.0,199899.99999999997
6.437751649736401,2.0,2.0,6.255750041753367,103.0,7.5,389376.0,104500.00000000003
7.655390644826152,4.0,3.0,8.350666240520924,4.0,12.0,4456321.0,369000.0000000001
7.7266536648476425,3.0,2.5,7.596894438144544,23.0,7.5,5139289.0,448999.99999999994
7.955425088912672,4.0,3.0,8.669227347271736,27.0,12.0,8122500.0,415000.00000000006
8.153349757998892,4.0,3.0,8.669227347271736,53.0,12.0,12068676.0,499999.99999999977
7.640603826393634,3.0,2.0,8.718009330846357,70.0,6.0,4326400.0,249999.9999999998
6.90875477931522,3.0,1.0,8.369388996647842,71.0,3.0,1000000.0,164900.00000000006
6.932447891572509,3.0,2.0,8.82776136765472,103.0,6.0,1048576.0,234899.99999999985
7.860185057472165,4.0,3.0,8.860357273327022,23.0,12.0,6713281.0,304900.00000000023
8.476579508530941,4.0,5.0,7.896924656268864,153.0,20.0,23040000.0,2100000.000000001
7.1459844677143876,2.0,2.0,8.669227347271736,52.0,4.0,1607824.0,279899.99999999994
7.582738488914411,3.0,2.5,6.885509670034818,43.0,7.5,3853369.0,235000.0
7.331714969726466,3.0,2.0,9.127067452782361,64.0,6.0,2331729.0,154900.00000000003
7.496097345175956,3.0,2.0,8.669227347271736,45.0,7.5,3240000.0,75000.00000000004
6.8679744089702925,3.0,1.0,8.669227347271736,39.0,3.0,921600.0,170500.00000000012
7.496097345175956,3.0,2.0,8.669227347271736,45.0,7.5,3240000.0,139999.9999999999
7.615791072035833,3.0,2.0,8.855663430700124,34.0,6.0,4116841.0,189900.00000000015
7.751045117971802,4.0,3.0,8.669227347271736,36.0,12.0,5396329.0,242900.00000000017
7.3783837129967145,3.0,3.0,8.97727273946428,74.0,9.0,2560000.0,379899.99999999977
7.496097345175956,3.0,2.0,8.669227347271736,45.0,7.5,3240000.0,49900.000000000015
7.319202458767849,2.0,2.0,8.669227347271736,21.0,4.0,2274064.0,724899.9999999997
7.4318919168078,3.0,3.0,8.492080490601163,85.0,9.0,2849344.0,799950.0000000006
8.850947451970402,6.0,6.0,8.669227347271736,71.0,36.0,48720400.0,10750875.999999987
6.517671272912275,3.0,1.0,8.447199819595703,94.0,3.0,456976.0,5500.000000000004
8.016647877057803,4.0,3.0,8.967121656230923,25.0,12.0,9180900.0,426998.99999999965
6.933423025730715,3.0,2.0,8.663714844079005,65.0,6.0,1050625.0,179900.00000000006
7.496097345175956,3.0,2.0,8.669227347271736,45.0,7.5,3240000.0,10349.999999999998
6.90875477931522,3.0,2.0,7.944846711001996,123.0,7.5,1000000.0,39899.99999999998
7.105786129481271,3.0,1.0,8.474703139795285,87.0,3.0,1483524.0,149800.00000000003
6.90875477931522,3.0,2.0,8.669227347271736,57.0,6.0,1000000.0,114999.99999999991
7.313220387090301,3.0,2.0,8.527143522269405,4.0,6.0,2247001.0,169949.99999999988
8.068716192714781,5.0,4.0,9.271059107010888,27.0,20.0,10188864.0,284900.00000000023
7.64826303090192,3.0,3.0,8.669227347271736,7.0,9.0,4393216.0,4324999.999999998
7.952263308657046,4.0,3.0,8.630700432209832,99.0,12.0,8071281.0,768999.9999999997
6.385194398997726,1.0,1.0,8.102283624480073,93.0,1.0,350464.0,130000.00000000009
6.988413181999592,3.0,1.0,8.683046555502886,73.0,3.0,1172889.0,259999.9999999998
8.087025470667701,5.0,3.0,8.9237243977064,21.0,15.0,10569001.0,729999.0000000005
7.873217054862741,5.0,2.0,8.049427057110695,133.0,10.0,6890625.0,448999.99999999994
6.803505257608338,2.0,2.0,8.669227347271736,44.0,4.0,810000.0,74899.99999999999
7.786967002614872,3.0,2.0,9.131297164635729,29.0,6.0,5798464.0,425000.0000000002
8.044947049617722,4.0,3.0,8.669227347271736,53.0,12.0,9715689.0,534999.9999999995
7.805882040228621,3.0,3.0,9.153875834995056,98.0,9.0,6022116.0,369499.9999999999
7.86403565907245,8.0,4.0,7.535830462798367,111.0,32.0,6765201.0,289999.9999999999
8.0106915391303,4.0,3.0,8.669227347271736,4.0,12.0,9072144.0,619299.9999999998
7.496097345175956,3.0,2.0,8.669227347271736,45.0,7.5,3240000.0,674999.9999999998
8.160803920954665,8.0,2.0,9.24009333012553,92.0,7.5,12250000.0,1198000.0000000002
8.003363058629947,3.0,2.0,8.669227347271736,43.0,6.0,8940100.0,440000.0000000002
7.804251383528112,3.0,3.0,8.669227347271736,104.0,9.0,6002500.0,649000.0000000006
7.643482907077201,3.0,3.0,8.669227347271736,6.0,9.0,4351396.0,775000.0000000007
6.590301048196686,1.0,1.0,8.669227347271736,31.0,1.0,528529.0,205000.0
6.8885724595653635,3.0,2.0,8.744169388750624,47.0,6.0,960400.0,139499.9999999999
7.180069874302796,3.0,2.0,8.412054873292933,22.0,6.0,1721344.0,150000.00000000006
7.227662498728654,3.0,3.0,7.463363045520021,26.0,9.0,1893376.0,249899.9999999999
7.496097345175956,3.0,2.0,8.874727765766853,45.0,7.5,3240000.0,89000.00000000004
7.602401335665818,4.0,2.0,8.669227347271736,18.0,8.0,4008004.0,1249999.999999999
