Sqr Ft (sqft),Beds,Bath,Lot Size (sqft),Age,Beds_Bath,Sqr Ft^2,Price ($)
7.112327444710911,3.0,2.0,8.77940359789435,81.0,6.0,1503076.0,279899.99999999994
7.806696372521179,4.0,3.0,8.93075873555827,19.0,12.0,6031936.0,259999.9999999998
6.928537818164665,2.0,2.0,8.669227347271736,45.0,4.0,1040400.0,899999.9999999995
7.273092595999522,3.0,2.0,8.961622569542543,45.0,6.0,2073600.0,149900.0
6.966967138613983,2.0,2.0,8.669227347271736,41.0,4.0,1123600.0,75000.00000000004
8.860215358901183,6.0,7.0,8.669227347271736,17.0,42.0,49632025.0,950000.0000000008
7.2254814727822945,3.0,2.0,8.98205864280585,68.0,6.0,1885129.0,288999.9999999999
7.277247726631484,4.0,2.0,8.885440911707585,50.0,8.0,2090916.0,1015000.0000000001
7.496097345175956,7.0,3.0,8.669227347271736,16.0,21.0,3240000.0,329000.0000000003
7.848153086199526,3.0,3.0,8.669227347271736,49.0,9.0,6553600.0,373999.99999999977
6.663132695990803,1.0,1.0,8.669227347271736,18.0,1.0,611524.0,124999.9999999999
7.746732907753622,3.0,3.0,9.201400530406708,13.0,9.0,5349969.0,312000.0000000001
7.867105500316739,4.0,3.0,8.669227347271736,14.0,12.0,6806881.0,312899.9999999999
7.498315870766981,4.0,2.0,8.910045761473558,10.0,8.0,3254416.0,277700.0000000002
7.240649694255466,2.0,2.0,8.699681400989514,73.0,4.0,1943236.0,199995.00000000003
8.41913925094085,3.0,3.5,8.669227347271736,95.0,10.5,20539024.0,8094999.999999999
7.492760300922379,3.0,3.0,8.669227347271736,5.0,9.0,3218436.0,798999.9999999997
6.882437470997847,2.0,2.0,8.669227347271736,23.0,4.0,948676.0,98499.99999999999
7.707062655370473,4.0,3.0,8.754476306284166,63.0,12.0,4941729.0,379000.0000000002
7.542213463193403,3.0,2.0,8.763584409450138,27.0,6.0,3553225.0,315000.0000000002
7.441906728051625,3.0,2.0,8.669227347271736,68.0,6.0,2907025.0,178999.99999999994
7.591357046698551,3.0,3.0,8.784927626058323,83.0,9.0,3920400.0,155000.00000000012
6.863803391452954,1.0,2.0,8.669227347271736,9.0,2.0,913936.0,149900.0
6.982862751468942,3.0,1.0,8.669227347271736,74.0,3.0,1159929.0,114999.99999999991
8.334711621820917,4.0,3.5,7.8636512654486515,101.0,14.0,17347225.0,4399999.999999997
8.311398278436641,4.0,4.0,8.910045761473558,7.0,16.0,16556761.0,429900.0000000001
7.56164174558878,5.0,3.0,8.952475967933584,61.0,15.0,3694084.0,230000.0000000001
7.304515946460155,3.0,2.0,8.669227347271736,47.0,6.0,2208196.0,195000.00000000006
7.804659297056102,6.0,4.0,8.84937050375457,50.0,24.0,6007401.0,214899.99999999983
6.317164686747284,1.0,1.0,7.186144304522325,49.0,1.0,305809.0,124999.9999999999
7.496097345175956,3.0,3.0,8.669227347271736,112.0,9.0,3240000.0,3750000.0000000023
7.2196420401307355,3.0,2.0,9.204422898212146,62.0,6.0,1863225.0,309899.99999999977
7.496097345175956,3.0,2.0,8.669227347271736,45.0,7.5,3240000.0,180000.00000000003
11.58292716075612,2.0,2.0,8.669227347271736,54.0,4.0,11502562500.0,369000.0000000001
7.4570320891223805,3.0,3.0,8.181160858023409,6.0,9.0,2996361.0,310999.9999999999
7.53689712956617,3.0,2.5,7.844240718141811,15.0,7.5,3515625.0,390000.00000000035
8.101677747454572,4.0,4.0,8.831127635012084,4.0,16.0,10883401.0,379899.99999999977
7.690743163541872,3.0,2.5,8.669227347271736,45.0,7.5,4782969.0,543990.0000000002
7.767263996757308,4.0,2.5,8.798756582859841,19.0,10.0,5574321.0,149930.9999999999
7.719129840906732,5.0,2.0,9.16785032035523,56.0,10.0,5062500.0,199899.99999999997
7.768533300926033,4.0,2.0,9.190749722211178,57.0,8.0,5588496.0,399999.0000000002
7.444248649496705,3.0,3.0,9.018089684104343,30.0,9.0,2920681.0,699900.0000000002
7.664815785285735,4.0,3.0,9.086929027060949,9.0,12.0,4541161.0,418999.9999999998
7.213768308118642,2.0,2.0,8.669227347271736,5.0,4.0,1841449.0,509999.9999999998
8.001355025826703,4.0,2.5,8.669227347271736,60.0,10.0,8904256.0,719999.9999999995
7.319202458767849,5.0,2.5,8.669227347271736,52.0,12.5,2274064.0,237000.00000000003
7.408530566894626,3.0,3.0,8.669227347271736,26.0,9.0,2719201.0,339000.00000000023
8.10711747075039,4.0,4.0,8.669227347271736,57.0,16.0,11002489.0,1348999.999999999
7.40184157874383,3.0,2.0,7.937731775260109,11.0,6.0,2683044.0,249999.9999999998
6.996681488176539,1.0,1.5,8.669227347271736,45.0,1.5,1192464.0,363301.99999999994
7.550135342488429,4.0,2.0,8.669227347271736,45.0,8.0,3610000.0,267489.99999999977
5.993961427306569,1.0,1.0,8.784927626058323,76.0,1.0,160000.0,70000.00000000001
7.316548177182976,3.0,2.0,8.701512750872865,82.0,6.0,2262016.0,174900.00000000006
7.526717561352706,3.0,2.0,7.9966538754626075,37.0,6.0,3444736.0,129900.00000000012
6.656726524178391,2.0,1.0,8.296297112642508,84.0,2.0,603729.0,12500.0
7.43307534889858,2.0,1.0,8.669227347271736,82.0,2.0,2856100.0,737999.9999999997
7.488293515159428,3.0,1.0,8.74369111054302,68.0,3.0,3189796.0,108031.99999999993
7.331714969726466,3.0,2.0,8.634264863002075,133.0,6.0,2331729.0,488999.9999999996
7.672292455628756,3.0,3.0,8.76732914779405,54.0,9.0,4609609.0,1798000.0000000005
6.947937068614969,2.0,2.0,8.669227347271736,45.0,4.0,1081600.0,44999.999999999985
7.550661243105336,4.0,2.0,8.474703139795285,4.0,8.0,3613801.0,248000.0000000002
7.854381210652365,3.0,4.0,7.5126175446745105,18.0,12.0,6635776.0,674999.9999999998
8.256866848974312,5.0,4.0,8.669227347271736,64.0,20.0,14845609.0,549899.9999999998
6.654152520183219,1.0,1.0,8.669227347271736,17.0,1.0,600625.0,310000.0000000002
7.816416983691801,5.0,2.0,8.669227347271736,70.0,10.0,6150400.0,297500.0000000002
7.824445930877619,6.0,3.0,8.420241665339788,98.0,18.0,6250000.0,79899.99999999997
9.200391041122515,6.0,8.0,8.669227347271736,36.0,48.0,98010000.0,8565000.0
7.721348612617949,4.0,4.0,7.51425465281641,4.0,16.0,5085025.0,1124999.9999999995
7.496097345175956,1.0,2.0,8.669227347271736,94.0,2.0,3240000.0,1725000.0000000005
7.902857191280582,4.0,3.5,8.669227347271736,45.0,14.0,7311616.0,453520.0
7.090076835776092,2.0,1.0,8.669227347271736,75.0,2.0,1437601.0,138000.00000000006
8.294299608857235,4.0,4.0,8.047509510981422,22.0,16.0,16000000.0,1299999.9999999993
7.349230824613334,3.0,2.0,8.567315800819449,10.0,6.0,2414916.0,312000.0000000001
7.154615356913663,3.0,2.0,8.53660358493606,84.0,6.0,1635841.0,109999.99999999991
7.167809184316444,3.0,1.0,7.040536390215956,98.0,3.0,1679616.0,174499.99999999994
8.31581113188354,5.0,4.0,9.263786347681808,22.0,20.0,16703569.0,539499.9999999998
8.23217423638394,5.0,4.0,8.669227347271736,39.0,20.0,14130081.0,499999.99999999977
7.496097345175956,3.0,3.0,7.6511201757027,98.0,9.0,3240000.0,330000.0000000001
7.208600337960199,3.0,2.0,8.51579221050061,82.0,6.0,1822500.0,299900.0
7.496097345175956,3.0,2.0,8.774158291205957,45.0,7.5,3240000.0,40950.0
7.451241684987676,4.0,3.0,8.39185670010494,65.0,12.0,2961841.0,359000.00000000023
7.560601162768557,3.0,2.0,9.069122370060645,35.0,6.0,3686400.0,499899.99999999994
7.650168700845001,2.0,2.5,9.169726689090886,8.0,5.0,4410000.0,348900.00000000006
7.496097345175956,4.0,2.0,8.669227347271736,45.0,8.0,3240000.0,424998.99999999965
6.897704943128636,3.0,2.0,8.936035096566041,76.0,6.0,978121.0,230000.0000000001
8.160803920954665,4.0,2.5,8.669227347271736,18.0,10.0,12250000.0,236564.00000000015
7.496097345175956,3.0,2.0,8.669227347271736,45.0,7.5,3240000.0,80000.0
7.284820912568604,3.0,2.5,8.047509510981422,11.0,7.5,2122849.0,1795000.0000000005
8.434028950155469,5.0,6.0,8.669227347271736,99.0,30.0,21160000.0,1974999.9999999986
8.22121009392507,4.0,4.0,8.669227347271736,17.0,16.0,13823524.0,479899.9999999998
7.579678823090456,3.0,3.0,8.910045761473558,46.0,9.0,3829849.0,266597.9999999998
7.99699040583765,5.0,3.0,8.669227347271736,16.0,15.0,8826841.0,289899.9999999999
6.8690144506657065,3.0,1.0,8.987321812850125,70.0,3.0,923521.0,214899.99999999983
7.812782818577581,4.0,4.0,8.156510226079966,16.0,16.0,6105841.0,369999.0000000001
7.264730177929867,2.0,1.0,8.827321452697849,113.0,2.0,2039184.0,1599000.0000000007
7.478734825567875,3.0,2.0,8.669227347271736,58.0,6.0,3129361.0,389899.9999999998
6.946975992135418,2.0,2.0,8.669227347271736,30.0,4.0,1079521.0,639000.0000000006
8.081165777725433,3.0,3.0,8.669227347271736,22.0,9.0,10445824.0,597999.9999999998
6.720220155135295,2.0,1.0,8.669227347271736,5.0,2.0,685584.0,969999.9999999999
7.8826922062890254,6.0,2.0,8.669227347271736,102.0,12.0,7022500.0,599000.0
9.370416319822818,6.0,9.0,8.669227347271736,16.0,54.0,137710225.0,6449999.999999996
7.369600720526409,3.0,3.0,8.669227347271736,45.0,9.0,2515396.0,229000.00000000006
7.43307534889858,3.0,2.0,8.669227347271736,45.0,6.0,2856100.0,240989.99999999994
7.484368643286131,3.0,2.0,8.740496729931813,45.0,6.0,3164841.0,375989.9999999998
7.716015266642587,4.0,2.5,8.669227347271736,45.0,10.0,5031049.0,213000.00000000015
7.387090235656757,3.0,3.0,8.734881892047483,15.0,9.0,2604996.0,798999.9999999997
7.496097345175956,3.0,2.0,8.669227347271736,45.0,7.5,3240000.0,49000.00000000002
7.496097345175956,3.0,1.0,7.02197642307216,103.0,3.0,3240000.0,17900.0
10.325219633108164,3.0,2.0,8.669227347271736,45.0,7.5,929701081.0,299000.00000000006
7.67786350067821,3.0,3.0,8.784927626058323,5.0,9.0,4661281.0,372095.0000000001
7.696667081526462,3.0,2.0,6.853299093186078,23.0,6.0,4840000.0,684900.0000000003
7.784057002639929,4.0,2.0,9.212338374638856,58.0,8.0,5764801.0,359000.00000000023
7.1316985104669115,2.0,2.0,8.669227347271736,59.0,4.0,1562500.0,389000.00000000035
7.181591944611865,3.0,2.0,8.442254104751743,38.0,6.0,1726596.0,235000.0
8.476579508530941,4.0,5.0,7.249215057114389,137.0,20.0,23040000.0,2289999.9999999995
6.244166900663736,1.0,1.0,8.669227347271736,95.0,1.0,264196.0,317500.00000000006
7.372118028337787,1.0,2.0,8.669227347271736,62.0,2.0,2528100.0,1748999.9999999993
7.786967002614872,3.0,3.0,9.021235862885396,70.0,9.0,5798464.0,599000.0
7.465082736399547,3.0,2.0,9.072571442231286,52.0,6.0,3045025.0,175000.00000000012
8.019941687677365,5.0,2.5,8.669227347271736,45.0,12.5,9241600.0,301437.99999999977
7.645397699428633,2.0,3.0,8.669227347271736,43.0,6.0,4368100.0,1398999.999999999
6.486160788944089,1.0,1.0,6.483107351457199,58.0,1.0,429025.0,139900.0000000001
6.612041034833092,1.0,1.0,8.669227347271736,25.0,1.0,552049.0,225000.00000000015
7.937731775260109,6.0,3.0,8.495356496807062,98.0,18.0,7840000.0,349999.9999999997
7.085064293952548,3.0,2.0,8.160803920954665,110.0,6.0,1423249.0,25000.000000000004
7.3783837129967145,3.0,1.0,7.3783837129967145,103.0,3.0,2560000.0,509999.9999999998
7.143617602704121,2.0,3.0,8.669227347271736,7.0,6.0,1600225.0,1075000.0
6.942156705699469,2.0,1.0,8.474911799159631,100.0,2.0,1069156.0,124899.99999999993
6.778784897685177,3.0,1.0,8.689632748355741,80.0,3.0,770884.0,330000.0000000001
7.4360278163518485,4.0,2.0,9.042158378735948,45.0,8.0,2873025.0,134999.99999999997
7.303843225277705,7.0,2.0,7.409136443920128,113.0,14.0,2205225.0,674999.9999999998
7.496097345175956,3.0,2.0,8.669227347271736,45.0,7.5,3240000.0,249000.00000000006
7.534762657037537,4.0,3.0,8.669227347271736,11.0,12.0,3500641.0,620000.0000000005
6.300785794663244,1.0,1.0,8.669227347271736,15.0,1.0,295936.0,231999.99999999997
7.057897937411856,3.0,2.0,8.715880102296456,62.0,6.0,1347921.0,224997.00000000017
7.498315870766981,3.0,2.0,8.715880102296456,4.0,6.0,3254416.0,178949.99999999997
8.70251025718999,4.0,4.0,8.669227347271736,20.0,16.0,36204289.0,862999.9999999993
7.403061091090091,2.0,3.0,7.368970402194793,45.0,6.0,2689600.0,399900.0
7.183111701743281,3.0,2.0,8.872907674259846,65.0,6.0,1731856.0,120000.00000000004
7.347943823148687,3.0,2.0,8.824089482791823,86.0,6.0,2408704.0,158999.99999999997
8.165932137321585,4.0,2.5,8.669227347271736,45.0,10.0,12376324.0,250900.00000000017
8.777555453213056,6.0,6.0,8.669227347271736,17.0,36.0,42068196.0,879900.0000000007
7.170888478512505,3.0,2.0,8.517393171418904,72.0,6.0,1690000.0,113999.99999999996
8.045267716607803,4.0,4.0,9.072571442231286,28.0,16.0,9721924.0,583999.9999999995
7.773594467360194,3.0,3.0,8.936035096566041,16.0,9.0,5645376.0,299000.00000000006
7.822044008185619,3.0,3.0,8.734399150063695,28.0,9.0,6220036.0,359998.99999999994
6.933423025730715,5.0,2.0,9.190341725469493,64.0,10.0,1050625.0,80000.0
7.848153086199526,4.0,3.0,9.036938912556787,45.0,12.0,6553600.0,349899.99999999994
7.421775793644647,3.0,2.0,8.867990898182093,102.0,6.0,2792241.0,129000.0000000001
7.783640596221253,4.0,3.0,8.669227347271736,23.0,12.0,5760000.0,339900.00000000006
7.738923757439457,3.0,2.0,7.87359778968554,8.0,7.5,5267025.0,1795000.0000000005
7.45298232946546,3.0,2.0,8.723068501163928,9.0,6.0,2972176.0,249899.9999999999
6.90875477931522,2.0,2.0,6.008813185442595,63.0,4.0,1000000.0,349999.9999999997
7.630946580890459,2.0,2.0,8.669227347271736,48.0,4.0,4243600.0,945000.0000000006
7.151485463904735,3.0,2.0,8.784927626058323,51.0,6.0,1625625.0,140320.00000000012
7.275864600546533,3.0,2.0,8.669227347271736,82.0,6.0,2085136.0,109999.99999999991
7.1316985104669115,2.0,2.0,8.669227347271736,19.0,4.0,1562500.0,349899.99999999994
6.55250788703459,3.0,1.0,6.8885724595653635,143.0,3.0,490000.0,44999.999999999985
7.854381210652365,3.0,3.0,9.172949982757624,61.0,9.0,6635776.0,1849998.0000000005
7.588829878307813,4.0,2.0,9.052750451401412,50.0,8.0,3900625.0,490000.0
6.825460036255307,3.0,1.0,8.910045761473558,60.0,3.0,846400.0,150000.00000000006
6.773080375655535,1.0,1.0,8.669227347271736,42.0,1.0,762129.0,349999.9999999997
7.9247959139564355,4.0,3.0,8.669227347271736,45.0,12.0,7639696.0,301995.0
7.02197642307216,3.0,1.0,8.296297112642508,97.0,3.0,1254400.0,999.9999999999999
7.805882040228621,3.0,2.5,8.57828829077605,4.0,7.5,6022116.0,325990.00000000023
7.723120092266331,4.0,2.0,9.148571345578551,58.0,8.0,5103081.0,229900.00000000006
8.740496729931813,3.0,2.0,8.740656691541368,45.0,7.5,39062500.0,109000.0
6.933423025730715,3.0,2.0,8.708804795117285,69.0,6.0,1050625.0,63949.99999999998
7.479299637782834,3.0,3.0,8.447199819595703,19.0,9.0,3132900.0,174990.00000000015
7.919719760924575,3.0,3.0,7.023758954738443,16.0,9.0,7562500.0,674900.0000000001
7.0909098220799835,2.0,1.0,8.715880102296456,87.0,2.0,1440000.0,275000.0000000002
7.2868764117507,3.0,1.0,8.938662873666118,76.0,3.0,2131600.0,459950.0000000002
6.710523109452428,2.0,1.0,8.669227347271736,83.0,2.0,672400.0,185000.00000000006
7.8636512654486515,3.0,3.0,9.212338374638856,17.0,9.0,6760000.0,284999.99999999994
6.849066282633458,2.0,1.0,7.478734825567875,16.0,2.0,887364.0,362499.9999999997
7.958576903813898,4.0,5.0,8.922791623969637,103.0,20.0,8173881.0,229499.99999999997
7.566828479208331,5.0,2.0,7.865187954187467,143.0,10.0,3732624.0,364999.99999999977
7.496097345175956,3.0,2.0,8.669227347271736,45.0,7.5,3240000.0,999990.0000000002
7.240649694255466,2.0,1.0,9.077608659522225,76.0,2.0,1943236.0,315000.0000000002
7.88758403166028,7.0,5.0,8.047509510981422,133.0,35.0,7091569.0,1249999.999999999
7.711101251840158,3.0,2.5,8.669227347271736,5.0,7.5,4981824.0,2375000.0
7.783640596221253,4.0,3.0,7.268920128193722,118.0,12.0,5760000.0,830000.0000000005
8.056743774975313,5.0,3.0,9.212338374638856,22.0,15.0,9947716.0,188999.99999999988
7.385851078125209,3.0,2.0,8.156223323194624,38.0,6.0,2598544.0,184899.99999999997
8.06777619577889,3.0,3.5,8.669227347271736,45.0,10.5,10169721.0,750990.0000000006
8.54907938027856,5.0,5.0,8.699681400989514,113.0,25.0,26635921.0,2395950.0
6.952728644624869,2.0,2.0,8.669227347271736,18.0,4.0,1092025.0,824900.0000000003
8.116118431609365,5.0,4.0,8.669227347271736,45.0,20.0,11202409.0,499899.99999999994
7.561121589530238,2.0,2.0,8.669227347271736,29.0,4.0,3690241.0,229900.00000000006
7.640603826393634,3.0,3.0,8.643473357326567,35.0,9.0,4326400.0,379999.9999999999
